requestedUrl,finalUrl,category,name,title,type,score
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","performance-score","Overall Performance Category Score","numeric","0.96"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","first-contentful-paint","First Contentful Paint","numeric","0.82"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","interactive","Time to Interactive","numeric","0.99"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","speed-index","Speed Index","numeric","0.99"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","total-blocking-time","Total Blocking Time","numeric","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","largest-contentful-paint","Largest Contentful Paint","numeric","0.93"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","cumulative-layout-shift","Cumulative Layout Shift","numeric","0.99"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","max-potential-fid","Max Potential First Input Delay","numeric","0.94"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","first-meaningful-paint","First Meaningful Paint","numeric","0.94"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","render-blocking-resources","Eliminate render-blocking resources","numeric","0.88"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","uses-responsive-images","Properly size images","numeric","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","offscreen-images","Defer offscreen images","numeric","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","unminified-css","Minify CSS","numeric","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","unminified-javascript","Minify JavaScript","numeric","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","unused-css-rules","Reduce unused CSS","numeric","0.75"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","unused-javascript","Reduce unused JavaScript","numeric","0.58"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","uses-optimized-images","Efficiently encode images","numeric","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","modern-image-formats","Serve images in next-gen formats","numeric","0.88"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","uses-text-compression","Enable text compression","numeric","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","uses-rel-preconnect","Preconnect to required origins","numeric","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","server-response-time","Initial server response time was short","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","redirects","Avoid multiple page redirects","numeric","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","uses-rel-preload","Preload key requests","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","uses-http2","Use HTTP/2","numeric","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","efficient-animated-content","Use video formats for animated content","numeric","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","duplicated-javascript","Remove duplicate modules in JavaScript bundles","numeric","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","legacy-javascript","Avoid serving legacy JavaScript to modern browsers","numeric","0.88"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","preload-lcp-image","Preload Largest Contentful Paint image","numeric","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","total-byte-weight","Avoids enormous network payloads","numeric","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","uses-long-cache-ttl","Serve static assets with an efficient cache policy","numeric","0.33"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","dom-size","Avoids an excessive DOM size","numeric","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","critical-request-chains","Avoid chaining critical requests","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","user-timings","User Timing marks and measures","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","bootup-time","JavaScript execution time","numeric","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","mainthread-work-breakdown","Minimizes main-thread work","numeric","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","font-display","All text remains visible during webfont loads","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","resource-summary","Keep request counts low and transfer sizes small","informative","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","third-party-summary","Minimize third-party usage","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","third-party-facades","Lazy load third-party resources with facades","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","largest-contentful-paint-element","Largest Contentful Paint element","informative","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","lcp-lazy-loaded","Largest Contentful Paint image was not lazily loaded","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","layout-shift-elements","Avoid large layout shifts","informative","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","uses-passive-event-listeners","Uses passive listeners to improve scrolling performance","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","no-document-write","Avoids `document.write()`","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","long-tasks","Avoid long main-thread tasks","informative","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","non-composited-animations","Avoid non-composited animations","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","unsized-images","Image elements have explicit `width` and `height`","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","viewport","Has a `<meta name=""viewport"">` tag with `width` or `initial-scale`","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","no-unload-listeners","Avoids `unload` event listeners","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","performance-budget","Performance budget","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","timing-budget","Timing budget","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","network-requests","Network Requests","informative","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","network-rtt","Network Round Trip Times","informative","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","network-server-latency","Server Backend Latencies","informative","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","main-thread-tasks","Tasks","informative","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","diagnostics","Diagnostics","informative","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","metrics","Metrics","informative","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","screenshot-thumbnails","Screenshot Thumbnails","informative","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","final-screenshot","Final Screenshot","informative","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Performance","script-treemap-data","Script Treemap Data","informative","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","accessibility-score","Overall Accessibility Category Score","numeric","0.83"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","accesskeys","`[accesskey]` values are unique","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","aria-allowed-attr","`[aria-*]` attributes match their roles","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","aria-command-name","`button`, `link`, and `menuitem` elements have accessible names","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","aria-hidden-body","`[aria-hidden=""true""]` is not present on the document `<body>`","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","aria-hidden-focus","`[aria-hidden=""true""]` elements do not contain focusable descendents","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","aria-input-field-name","ARIA input fields have accessible names","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","aria-meter-name","ARIA `meter` elements have accessible names","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","aria-progressbar-name","ARIA `progressbar` elements have accessible names","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","aria-required-attr","`[role]`s have all required `[aria-*]` attributes","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","aria-required-children","Elements with an ARIA `[role]` that require children to contain a specific `[role]` have all required children.","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","aria-required-parent","`[role]`s are contained by their required parent element","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","aria-roles","`[role]` values are valid","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","aria-toggle-field-name","ARIA toggle fields have accessible names","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","aria-tooltip-name","ARIA `tooltip` elements have accessible names","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","aria-treeitem-name","ARIA `treeitem` elements have accessible names","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","aria-valid-attr-value","`[aria-*]` attributes have valid values","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","aria-valid-attr","`[aria-*]` attributes are valid and not misspelled","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","button-name","Buttons do not have an accessible name","binary","0"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","bypass","The page contains a heading, skip link, or landmark region","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","color-contrast","Background and foreground colors have a sufficient contrast ratio","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","definition-list","`<dl>`'s contain only properly-ordered `<dt>` and `<dd>` groups, `<script>`, `<template>` or `<div>` elements.","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","dlitem","Definition list items are wrapped in `<dl>` elements","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","document-title","Document has a `<title>` element","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","duplicate-id-active","`[id]` attributes on active, focusable elements are unique","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","duplicate-id-aria","ARIA IDs are unique","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","form-field-multiple-labels","No form fields have multiple labels","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","frame-title","`<frame>` or `<iframe>` elements have a title","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","heading-order","Heading elements appear in a sequentially-descending order","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","html-has-lang","`<html>` element has a `[lang]` attribute","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","html-lang-valid","`<html>` element has a valid value for its `[lang]` attribute","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","image-alt","Image elements have `[alt]` attributes","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","input-image-alt","`<input type=""image"">` elements have `[alt]` text","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","label","Form elements have associated labels","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","link-name","Links have a discernible name","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","list","Lists contain only `<li>` elements and script supporting elements (`<script>` and `<template>`).","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","listitem","List items (`<li>`) are contained within `<ul>` or `<ol>` parent elements","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","meta-refresh","The document does not use `<meta http-equiv=""refresh"">`","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","meta-viewport","`[user-scalable=""no""]` is not used in the `<meta name=""viewport"">` element and the `[maximum-scale]` attribute is not less than 5.","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","object-alt","`<object>` elements have alternate text","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","tabindex","No element has a `[tabindex]` value greater than 0","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","td-headers-attr","Cells in a `<table>` element that use the `[headers]` attribute refer to table cells within the same table.","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","th-has-data-cells","`<th>` elements and elements with `[role=""columnheader""/""rowheader""]` have data cells they describe.","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","valid-lang","`[lang]` attributes have a valid value","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","video-caption","`<video>` elements contain a `<track>` element with `[kind=""captions""]`","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","logical-tab-order","The page has a logical tab order","manual","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","focusable-controls","Interactive controls are keyboard focusable","manual","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","interactive-element-affordance","Interactive elements indicate their purpose and state","manual","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","managed-focus","The user's focus is directed to new content added to the page","manual","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","focus-traps","User focus is not accidentally trapped in a region","manual","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","custom-controls-labels","Custom controls have associated labels","manual","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","custom-controls-roles","Custom controls have ARIA roles","manual","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","visual-order-follows-dom","Visual order on the page follows DOM order","manual","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","offscreen-content-hidden","Offscreen content is hidden from assistive technology","manual","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Accessibility","use-landmarks","HTML5 landmark elements are used to improve navigation","manual","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Best Practices","best-practices-score","Overall Best Practices Category Score","numeric","0.92"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Best Practices","is-on-https","Uses HTTPS","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Best Practices","geolocation-on-start","Avoids requesting the geolocation permission on page load","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Best Practices","notification-on-start","Avoids requesting the notification permission on page load","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Best Practices","no-vulnerable-libraries","Avoids front-end JavaScript libraries with known security vulnerabilities","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Best Practices","csp-xss","Ensure CSP is effective against XSS attacks","informative","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Best Practices","password-inputs-can-be-pasted-into","Allows users to paste into password fields","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Best Practices","image-aspect-ratio","Displays images with correct aspect ratio","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Best Practices","image-size-responsive","Serves images with appropriate resolution","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Best Practices","preload-fonts","Fonts with `font-display: optional` are preloaded","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Best Practices","doctype","Page has the HTML doctype","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Best Practices","charset","Properly defines charset","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Best Practices","js-libraries","Detected JavaScript libraries","informative","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Best Practices","deprecations","Avoids deprecated APIs","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Best Practices","errors-in-console","Browser errors were logged to the console","binary","0"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Best Practices","valid-source-maps","Page has valid source maps","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","Best Practices","inspector-issues","No issues in the `Issues` panel in Chrome Devtools","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","SEO","seo-score","Overall SEO Category Score","numeric","0.97"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","SEO","viewport","Has a `<meta name=""viewport"">` tag with `width` or `initial-scale`","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","SEO","document-title","Document has a `<title>` element","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","SEO","meta-description","Document has a meta description","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","SEO","http-status-code","Page has successful HTTP status code","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","SEO","link-text","Links have descriptive text","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","SEO","crawlable-anchors","Links are crawlable","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","SEO","is-crawlable","Page isnâ€™t blocked from indexing","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","SEO","robots-txt","robots.txt is valid","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","SEO","image-alt","Image elements have `[alt]` attributes","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","SEO","hreflang","Document has a valid `hreflang`","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","SEO","canonical","Document has a valid `rel=canonical`","notApplicable","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","SEO","font-size","Document uses legible font sizes","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","SEO","plugins","Document avoids plugins","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","SEO","tap-targets","Tap targets are not sized appropriately","binary","0.67"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","SEO","structured-data","Structured data is valid","manual","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","PWA","pwa-score","Overall PWA Category Score","numeric","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","PWA","installable-manifest","Web app manifest and service worker meet the installability requirements","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","PWA","service-worker","Registers a service worker that controls page and `start_url`","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","PWA","splash-screen","Configured for a custom splash screen","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","PWA","themed-omnibox","Sets a theme color for the address bar.","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","PWA","content-width","Content is sized correctly for the viewport","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","PWA","viewport","Has a `<meta name=""viewport"">` tag with `width` or `initial-scale`","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","PWA","apple-touch-icon","Provides a valid `apple-touch-icon`","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","PWA","maskable-icon","Manifest has a maskable icon","binary","1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","PWA","pwa-cross-browser","Site works cross-browser","manual","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","PWA","pwa-page-transitions","Page transitions don't feel like they block on the network","manual","-1"
"https://www.saucedemo.com/inventory.html","https://www.saucedemo.com/?/inventory.html","PWA","pwa-each-page-has-url","Each page has a URL","manual","-1"